SYMBOL, CLOSE_PRICE,BEST_STK,PRC_VOL,CHNG_DELIV,CHANGE,SPREAD, DELIV_QTY,MEAN_DELIV,DELIV_QTY2,DELIV_QTY3,DELIV_QTY4,DELIV_QTY5,DELIV_QTY6,DELIV_QTY7, TURNOVER_LACS,AVG_TRADE_SIZE
20MICRONS,65.05,False,False,17.37275708534407,-2.400600150037522,4.566563467492265,132069,112521,132069,269558.0,38046.0,85306.0,80932.0,69215.0,115.75,0.04705284552845528
21STCENMGM,21.55,False,False,-24.41351888667992,-1.8223234624145723,0.0,1901,2515,1901,3186.0,588.0,2627.0,1068.0,5721.0,0.41,0.014642857142857141
3MINDIA,24216.95,False,False,-48.450134770889484,0.45192467230795064,1.25,1530,2968,1530,1324.0,2302.0,4468.0,6383.0,1801.0,557.78,0.37944217687074827
5PAISA,512.15,False,False,25.516693163751984,-2.419738973039925,5.190719622493114,25264,20128,25264,32536.0,9142.0,20839.0,17827.0,15164.0,273.67,0.09555516759776538
63MOONS,111.15,False,False,292.2722183509368,1.6460905349794344,4.983996342021036,501014,127721,501014,17599.0,104479.0,28478.0,66641.0,48120.0,1733.22,0.1973380393942844
A2ZINFRA,5.65,False,False,52.745448499459634,-1.7391304347826024,6.306306306306316,367475,240580,367475,247098.0,267187.0,171666.0,221318.0,168740.0,45.56,0.07965034965034966
AAKASH,252.5,False,True,0.0,9.997821825310385,11.676249447147283,100155,100155,100155,100155.0,100155.0,100155.0,100155.0,100155.0,629.79,0.3558135593220339
AARON,119.15,False,False,123.52558542931482,4.977973568281943,4.977973568281943,10309,4612,10309,4187.0,4317.0,1219.0,4349.0,3292.0,13.78,0.046397306397306395
AARTIDRUGS,717.15,False,False,-36.347403756874506,-0.7679535076795444,1.6783216783216783,80208,126009,80208,81030.0,236158.0,106570.0,110901.0,141188.0,1458.51,0.18929396495781958
AARTIIND,890.9,False,False,200.7470750731232,1.1409434069364768,1.8970805407247584,740319,246160,740319,115025.0,171518.0,96851.0,167363.0,185886.0,16767.91,0.30136972267653983
AARTISURF,1481.8,True,True,103.97251925314421,4.824561403508775,8.304782298358308,36815,18049,36815,6237.0,34654.0,6406.0,10081.0,14101.0,1185.06,0.12354670558798998
AARVEEDEN,24.45,False,False,139.94588326246617,-4.863813229571985,9.406952965235178,31037,12935,31037,11331.0,11140.0,4290.0,8484.0,11330.0,10.89,0.048185840707964604
AARVI,72.3,False,False,-33.520698554106126,-1.2295081967213193,5.874125874125878,18805,28287,18805,6464.0,102209.0,22590.0,7333.0,12321.0,20.21,0.03545614035087719
AAVAS,2683.3,False,False,-31.594491155109544,-1.6710029682289531,5.2591937032782905,22699,33183,22699,18437.0,9492.0,86153.0,43694.0,18623.0,1138.31,0.10105735085227273
ABAN,50.2,True,True,59.318209903786745,4.9111807732497414,4.257528556593986,451229,283225,451229,181780.0,237382.0,53423.0,501127.0,274413.0,367.12,0.08042059145673604
ABB,1695.8,False,False,-67.64110763657975,-0.8941616504003247,1.525634202590041,22869,70673,22869,45914.0,152427.0,49626.0,65493.0,87709.0,727.04,0.1758684083212385
ABBOTINDIA,17815.85,False,False,-34.674802025184995,1.632662374890526,2.47695703718163,5032,7703,5032,11034.0,6379.0,11993.0,7843.0,3940.0,1494.56,0.4524856191341205
ABCAPITAL,118.65,False,False,-58.670905585634024,-1.4943960149439577,2.8353787558188697,1017631,2462263,1017631,910851.0,1873350.0,3544072.0,5541039.0,1886635.0,2854.76,0.18342071446928812
ABFRL,218.4,False,False,-47.5749183381869,-0.7272727272727246,3.0190431955411055,683546,1303853,683546,949767.0,1752176.0,2429973.0,885812.0,1121844.0,5489.19,0.2304058932169241
ABMINTLTD,108.75,False,False,3.1122745782431647,4.971042471042477,0.0,3545,3438,3545,5734.0,7581.0,580.0,1765.0,1428.0,4.07,0.07400000000000001
ABSLBANETF,347.91,False,False,-7.8431372549019605,0.7004544270456499,1.3627231167923615,282,306,282,15.0,34.0,413.0,93.0,1002.0,1.13,0.049130434782608694
ABSLNN50ET,398.0,False,False,-32.065217391304344,-0.06277463904582549,1.8045685279187853,125,184,125,22.0,46.0,72.0,250.0,594.0,1.05,0.058333333333333334
ACC,2337.55,False,False,8.029759761435042,2.065276716515672,3.598691384950927,213012,197179,213012,127874.0,313888.0,321160.0,87153.0,119992.0,39045.03,0.49705965475099295
ACCELYA,1405.95,False,False,257.0224141476455,-2.1266968325791824,2.4178018686256393,17362,4863,17362,2204.0,1526.0,2690.0,2609.0,2791.0,537.84,0.14544077879935102
ACCURACY,91.8,False,False,-65.68127106403466,-0.8103727714748784,5.21642619311876,7128,20770,7128,8786.0,16789.0,34658.0,29260.0,27999.0,17.92,0.03991091314031181
ACE,246.1,True,True,278.09206571697814,7.069828148792691,13.371080139372829,1440406,380967,1440406,118875.0,71802.0,83136.0,183297.0,388287.0,15353.85,0.1776551923633208
ACRYSIL,602.2,False,False,-55.96129771478283,-0.30626603757965554,2.658333333333341,20755,47129,20755,52373.0,61918.0,52484.0,38554.0,56695.0,188.81,0.1166213712168005
ADANIENT,1401.65,False,False,-60.28094521459787,-1.0658196576671897,3.5095945750973785,329379,829272,329379,704295.0,986940.0,1189916.0,617951.0,1147154.0,66088.4,0.6737252023569229
ADANIPORTS,680.05,False,False,-47.95643178123315,-1.6984677652500724,3.366804489072645,1009665,1940038,1009665,889954.0,2462900.0,2949431.0,2307008.0,2021274.0,59483.59,0.47610486801453517
ADFFOODS,889.25,False,False,23.451091780578732,0.7534556990709242,3.363035354987065,13908,11266,13908,6124.0,9929.0,15090.0,11816.0,10732.0,248.73,0.09689520841449162
ADORWELD,737.7,False,False,-71.38221153846153,4.608621667612025,7.203236760349689,26191,91520,26191,15001.0,51565.0,40501.0,186743.0,229123.0,291.38,0.09469613259668508
ADSL,64.4,False,False,71.56838592640702,2.222222222222231,4.110671936758884,153214,89302,153214,108680.0,57591.0,112708.0,49183.0,54441.0,155.65,0.08618493909191584
ADVANIHOTR,69.25,False,False,19.523339547465,-5.525238744884034,6.671554252199409,32698,27357,32698,34827.0,78606.0,9538.0,5475.0,2998.0,45.66,0.04062277580071174
ADVENZYMES,398.85,False,False,-47.410826790733736,-0.20017515325909035,1.6821491338187267,86810,165072,86810,213340.0,58798.0,113879.0,195365.0,322244.0,710.45,0.1054706057007126
AEGISCHEM,321.3,False,False,-6.247224632285127,0.3122073056509522,2.188976377952752,274465,292754,274465,674223.0,208891.0,199861.0,105611.0,293476.0,1503.71,0.16846403764284115
AGARIND,347.3,False,False,0.0,-1.6007933135004895,5.401100492325507,29292,29292,29292,29292.0,29292.0,29292.0,29292.0,29292.0,144.46,0.09894520547945206
AGRITECH,44.6,False,False,12.49189539658526,-1.5452538631346486,4.875283446712015,5205,4627,5205,5787.0,4193.0,6151.0,3373.0,3058.0,6.1,0.02
AGROPHOS,16.05,False,False,173.79607266617663,-4.74777448071217,8.722741433021799,130368,47615,130368,13933.0,19887.0,25114.0,59224.0,37164.0,25.53,0.0568596881959911
AHLADA,193.95,False,False,267.25031181041925,-4.481654764836258,8.700155359917147,76557,20846,76557,9905.0,5755.0,7998.0,20240.0,4622.0,213.67,0.09984579439252336
AHLEAST,208.25,True,True,418.3667814590508,15.53398058252427,19.311875693673702,130955,25263,130955,4484.0,8587.0,5429.0,1042.0,1084.0,606.38,0.1016222557399028
AHLUCONT,385.45,False,False,-88.41891072820157,-0.49051245643475766,4.412532637075712,8025,69294,8025,120636.0,179402.0,10081.0,10329.0,87296.0,64.31,0.02945945945945946
AHLWEST,270.45,True,True,363.4907186320573,3.919308357348699,14.87758945386064,60175,12983,60175,1471.0,3001.0,690.0,11995.0,569.0,552.24,0.08915724895059736
AIAENG,2023.55,False,False,-93.7211734650138,-0.7552907133573697,1.6104218362282903,3662,58323,3662,61274.0,133932.0,74269.0,59042.0,17764.0,125.33,0.10298274445357436
AJANTPHARM,2166.3,False,False,-45.271511787012784,2.372288644203973,2.971115467277562,27998,51158,27998,38578.0,36517.0,136997.0,44279.0,22580.0,1177.08,0.18237991942981097
AJOONI,54.95,False,False,0.0,4.966571155682907,6.906614785992227,36352,36352,36352,36352.0,36352.0,36352.0,36352.0,36352.0,28.03,0.058395833333333334
AKASH,213.65,False,False,-31.0254997244627,1.4964370546318317,13.684210526315791,13768,19961,13768,16809.0,948.0,595.0,19972.0,67679.0,69.62,0.04871938418474458
AKG,24.95,False,False,-71.31942760126122,0.0,5.306122448979594,4730,16492,4730,40330.0,51796.0,1561.0,68.0,471.0,1.73,0.022467532467532466
AKSHARCHEM,438.45,False,False,7.142020154675416,-1.6928251121076259,4.701149425287354,18287,17068,18287,10224.0,13811.0,33085.0,13690.0,13316.0,160.62,0.06700876095118899
AKZOINDIA,2288.85,False,False,-87.39015204352071,0.8170726335726436,2.119205298013245,2712,21507,2712,19202.0,14571.0,41608.0,43596.0,7353.0,128.99,0.10245432883240668
ALANKIT,20.7,False,False,220.2065919059836,2.9850746268656607,5.28967254408059,619049,193328,619049,81452.0,294755.0,48062.0,74156.0,42494.0,300.08,0.05654418692293197
ALBERTDAVD,573.7,False,False,73.8034109664405,-1.4769019405804413,3.8676933846692374,18955,10906,18955,2435.0,6039.0,11015.0,9154.0,17842.0,238.83,0.09239071566731141
ALEMBICLTD,129.9,False,False,-12.957799617196702,-0.2687140115163104,4.054054054054054,189181,217344,189181,94806.0,167728.0,179540.0,119866.0,552946.0,1131.13,0.1090666280975798
ALICON,820.45,False,False,222.01357792864366,1.3526868437307036,4.624530663329167,22293,6923,22293,3740.0,4884.0,5132.0,2889.0,2600.0,313.58,0.09131624927198602
ALKALI,86.35,False,False,120.10611956137247,-1.7633674630261789,4.812206572769946,31112,14135,31112,14241.0,11086.0,8375.0,3093.0,16906.0,45.16,0.02252369077306733
ALKEM,3394.7,False,False,-76.24258932863324,0.788266555824406,2.630083732057411,14827,62410,14827,136230.0,55288.0,77436.0,39656.0,51024.0,3525.22,0.32589627438291574
ALKYLAMINE,4024.6,True,True,332.16499251976916,4.514704927611502,6.451612903225806,101105,23395,101105,5535.0,7785.0,7384.0,10181.0,8385.0,11061.7,0.31941613005688546
ALLCARGO,178.75,True,True,339.89650402148015,6.620936474798684,8.433734939759036,2906405,660702,2906405,209235.0,563739.0,85553.0,121548.0,77734.0,10345.39,0.2125357465691511
ALLSEC,449.45,False,False,116.16246836205858,-0.5531585352361987,3.078831622871315,17935,8297,17935,2071.0,5734.0,5390.0,10229.0,8424.0,162.71,0.06660253786328285
ALMONDZ,61.1,False,False,-59.34005093566604,-1.7684887459807095,6.327033689400166,3672,9031,3672,7896.0,14305.0,8786.0,11185.0,8346.0,3.62,0.012836879432624114
ALOKINDS,25.5,False,False,-7.5207793537167476,-2.6717557251908373,4.536489151873761,4164921,4503629,4164921,2984463.0,6847730.0,3588695.0,5498626.0,3937344.0,2221.45,0.13250521920668057
ALPA,50.15,False,False,-52.6105216622458,-0.594648166501495,3.9354187689202886,21439,45240,21439,38434.0,23761.0,30575.0,112908.0,44328.0,14.79,0.029639278557114228
ALPHAGEO,311.25,False,False,11.203264876250659,1.9656019656019657,5.486610058785112,25341,22788,25341,9094.0,16361.0,49177.0,11942.0,24816.0,170.3,0.05772881355932204
AMARAJABAT,723.25,False,False,-63.56497466314344,0.20088667220837428,1.1387307318427902,122304,335677,122304,122520.0,477492.0,484981.0,455144.0,351625.0,3358.29,0.22159617288023753
AMBER,3012.1,False,False,-49.700394112442694,-0.1442092525982499,1.3043478260869565,25015,49732,25015,86220.0,87841.0,41254.0,28118.0,29947.0,1305.11,0.19343560100785534
AMBICAAGAR,19.2,False,False,0.0,0.0,5.774278215223086,17488,17488,17488,17488.0,17488.0,17488.0,17488.0,17488.0,5.38,0.03164705882352941
AMBIKCO,1403.85,False,False,76.67763990883768,-2.841027060696254,4.820143884892087,20931,11847,20931,8114.0,9779.0,15622.0,4762.0,11879.0,582.63,0.12912898936170214
AMBUJACEM,402.3,False,False,-14.611309916445785,0.5247376311844134,2.247191011235955,2339154,2739419,2339154,1241659.0,3650458.0,3650417.0,2137567.0,3417260.0,31558.69,0.2588751261207314
AMDIND,31.1,False,False,-70.24742136414625,-0.47999999999999543,7.03764320785598,32624,109651,32624,54633.0,54974.0,262901.0,229674.0,23100.0,15.57,0.04075916230366492
AMJLAND,33.35,False,False,86.49918155291438,-0.1497005988023867,4.76923076923076,26205,14051,26205,3538.0,21063.0,5383.0,15912.0,12207.0,20.05,0.02389749702026222
AMRUTANJAN,687.55,False,False,-69.01254568059375,-0.014542281683999524,0.8759124087591241,8225,26543,8225,30194.0,16015.0,65389.0,23450.0,15987.0,110.61,0.05883510638297872
ANDHRAPAP,244.0,False,False,-52.500317299149636,-0.9941164536417078,2.4742268041237114,14970,31516,14970,19271.0,77519.0,26876.0,24577.0,25888.0,123.89,0.03839169507282306
ANDHRSUGAR,540.35,False,False,-2.8895184135977336,0.24116501252204217,3.3707865168539324,39422,40595,39422,24539.0,97882.0,25068.0,22489.0,34175.0,597.65,0.1641444658060972
ANGELBRKG,1305.8,False,False,58.04447188393097,-2.198254877729104,7.395165465333929,158713,100423,158713,12136.0,103224.0,173925.0,31076.0,123469.0,4925.52,0.1881549392619757
ANIKINDS,23.55,False,False,-28.333333333333332,-2.2821576763485503,6.423982869379015,14706,20520,14706,14960.0,8147.0,6765.0,26106.0,52436.0,5.52,0.038873239436619716
ANMOL,169.4,False,False,0.0,-1.224489795918364,8.121827411167528,1265,1265,1265,1265.0,1265.0,1265.0,1265.0,1265.0,46.78,0.18712
ANSALAPI,8.85,False,False,15.46967841429673,-4.838709677419366,6.779661016949149,127288,110235,127288,64149.0,158988.0,79838.0,57346.0,173803.0,19.97,0.050814249363867685
ANSALHSG,8.5,False,False,190.59135421738895,-4.494382022471914,6.470588235294127,214840,73932,214840,94511.0,44610.0,45846.0,26797.0,16991.0,26.33,0.07174386920980926
ANUP,969.15,False,True,-0.006322511301488951,-3.2832692979392224,6.062811980033273,31631,31633,31631,78347.0,29505.0,29372.0,8802.0,12144.0,656.75,0.11388070053754118
ANURAS,766.3,False,False,0.0,-1.5860784691453185,2.9442622950819732,46009,46009,46009,46009.0,46009.0,46009.0,46009.0,46009.0,611.5,0.11020003604253019
APARINDS,612.8,True,True,131.62097105618506,8.153900458877503,11.25,197260,85165,197260,35982.0,59496.0,56348.0,75357.0,86549.0,6172.46,0.18912461316910256
APCL,462.1,False,True,13.762134202508324,-3.437467349284294,6.130939347492884,64221,56452,64221,26463.0,182737.0,15422.0,30568.0,19304.0,606.11,0.08594866704480998
APCOTEXIND,327.55,False,False,19.528383696884795,0.36770338593534196,3.038674033149164,71674,59964,71674,36677.0,74223.0,29415.0,64234.0,83564.0,401.5,0.08625134264232008
APEX,371.2,False,False,-16.780599461783538,1.5595075239398053,3.8393223117912316,53808,64658,53808,61021.0,200038.0,20167.0,26738.0,26176.0,610.04,0.12735699373695197
APLAPOLLO,1622.5,False,False,-50.91809715659389,-0.1937686463876044,3.932584269662921,124750,254167,124750,255425.0,600712.0,298061.0,146585.0,99473.0,2799.37,0.2840558092338914
APLLTD,946.0,False,False,-61.432439776251556,0.1482108829134001,2.074468085106383,82324,213454,82324,191366.0,287030.0,164209.0,253665.0,302134.0,2766.86,0.27807638190954775
APOLLO,117.35,False,False,-10.801458206110402,-2.0450751252086836,2.4348568987612205,48202,54039,48202,34591.0,64769.0,48847.0,73587.0,54242.0,99.48,0.033744911804613295
APOLLOHOSP,3918.9,False,False,-40.58191454604857,-1.6661230020324718,2.2169690774341935,163679,275470,163679,131335.0,260737.0,215079.0,300824.0,581170.0,13232.67,0.40278422061912156
APOLLOPIPE,1160.6,True,True,437.04061020832705,19.66798989534463,19.266243082598894,534393,99507,534393,9052.0,18502.0,18702.0,9415.0,6981.0,8468.06,0.4957300081957616
APOLLOTYRE,226.8,False,False,-32.495058882704114,0.15455950540959273,1.6280107047279242,1331350,1972226,1331350,1493436.0,2642598.0,1373317.0,2296692.0,2695968.0,6961.55,0.2678240295464164
APOLSINHOT,775.1,False,False,178.03347280334728,0.16800206771776535,3.0972014804233523,2658,956,2658,312.0,1112.0,178.0,1241.0,236.0,28.86,0.1207531380753138
APTECHT,260.75,True,True,212.2291920328386,8.195020746887966,9.778330225813132,607751,194649,607751,80738.0,182745.0,62591.0,99358.0,134714.0,5544.63,0.16878116343490304
ARENTERP,17.05,False,False,-52.787705503931384,0.5899705014749347,9.907120743034065,1321,2798,1321,4660.0,3963.0,2763.0,72.0,4014.0,0.34,0.010625
ARIES,175.1,False,True,43.152176404520134,-3.099059214167125,4.567652973283532,62453,43627,62453,64900.0,30694.0,40510.0,27134.0,36074.0,320.49,0.07573015122873346
ARIHANT,25.8,False,False,-64.6010844306739,1.9762845849802373,8.453608247422684,1371,3873,1371,1763.0,4490.0,2109.0,2596.0,10911.0,1.38,0.02464285714285714
ARIHANTCAP,164.55,False,False,0.0,-0.9927797833934882,4.814814814814822,62790,62790,62790,62790.0,62790.0,62790.0,62790.0,62790.0,144.68,0.08969621822690639
ARIHANTSUP,92.0,False,False,174.2391111636428,0.6014215418261314,1.6958424507658614,46404,16921,46404,5409.0,14406.0,12718.0,15117.0,7472.0,82.33,0.124553706505295
ARMANFIN,678.5,False,False,-88.23492541055535,-1.309090909090909,3.888600844381898,1877,15954,1877,33057.0,11598.0,17390.0,18379.0,13427.0,19.22,0.04642512077294686
AROGRANITE,67.5,False,False,84.69196364161016,-0.5891016200294634,3.3582089552238807,38403,20793,38403,6625.0,28179.0,22465.0,12176.0,16915.0,51.39,0.04693150684931507
ARROWGREEN,150.75,False,False,0.0,-0.2316346790205125,4.0,4875,4875,4875,4875.0,4875.0,4875.0,4875.0,4875.0,11.41,0.05071111111111111
ARSHIYA,30.2,False,False,0.0,-2.580645161290325,4.833333333333331,53432,53432,53432,53432.0,53432.0,53432.0,53432.0,53432.0,38.95,0.05193333333333334
ARSSINFRA,32.9,False,False,55.35055350553506,-1.201201201201197,5.846153846153842,20208,13008,20208,3861.0,12297.0,7594.0,16138.0,17955.0,12.83,0.019677914110429448
ARTEMISMED,358.95,False,False,73.42888643880926,-4.787798408488066,6.128717018009227,12584,7256,12584,5811.0,7194.0,8486.0,8699.0,765.0,67.74,0.10996753246753246
ARVIND,104.85,False,True,-33.22741643361907,-3.4530386740331496,5.192307692307698,585454,876788,585454,281101.0,822408.0,1705132.0,1056668.0,809968.0,1517.3,0.1257917426629083
ARVINDFASN,197.15,False,False,217.01149184026866,-2.352649826646855,9.894628630172193,1510322,476425,1510322,71796.0,323008.0,156406.0,410446.0,386576.0,11651.9,0.1544545924521799
ARVSMART,133.95,False,False,247.78060503251345,0.6386175807663369,7.932875667429448,393632,113184,393632,38120.0,79120.0,52758.0,41712.0,73764.0,1205.77,0.09923216196197844
ASAHIINDIA,363.35,False,False,-74.01893077673058,-0.3838245373543461,2.159767409663578,12791,49232,12791,79077.0,64910.0,18152.0,56808.0,63657.0,192.84,0.026229597388465725
ASAHISONG,363.65,False,True,-5.378762322425878,3.663055872291894,8.652198743575104,25244,26679,25244,18310.0,22841.0,52377.0,28576.0,12728.0,324.01,0.08136865896534405
ASALCBR,468.55,False,False,0.5169753086419754,-0.8674494869353573,4.735743324909353,26054,25920,26054,32419.0,17742.0,27393.0,26693.0,25219.0,235.15,0.055828584995251666
ASHIANA,161.45,False,False,-30.14247950176979,-0.9205277692543725,3.021806853582551,62366,89276,62366,134963.0,30729.0,101249.0,109427.0,96927.0,192.55,0.06296599084368869
ASHIMASYN,19.8,False,False,-82.5129298927969,-1.4925373134328392,3.061224489795907,25088,143466,25088,329322.0,233353.0,189382.0,64624.0,19027.0,6.52,0.04496551724137931
ASHOKA,104.4,False,False,-12.891629816730143,-1.4629542236904172,2.6897214217099052,374870,430349,374870,201060.0,706993.0,408613.0,423027.0,467535.0,975.41,0.1467443959681059
ASHOKLEY,124.3,False,False,-34.63379240380946,0.2015316404675534,1.296071283920611,3848610,5887767,3848610,5738236.0,5278650.0,6382209.0,5958151.0,8120750.0,10495.46,0.28612796815790187
ASIANHOTNR,89.75,False,False,277.60122230710465,4.178757980266969,14.76744186046512,49428,13090,49428,2081.0,14030.0,6613.0,2467.0,3924.0,183.16,0.06499645138396025
ASIANPAINT,3083.75,False,False,-61.80023070714904,-0.7403234891767925,1.6747616185571943,277838,727329,277838,446382.0,1052551.0,1387723.0,568602.0,630883.0,25253.83,0.4164206447357573
ASIANTILES,179.0,False,False,-67.84030187347369,-0.7210205213533063,2.3268853378188985,123920,385327,123920,242753.0,358907.0,1370814.0,180853.0,34718.0,396.54,0.09704845814977973
ASPINWALL,243.35,True,True,430.4605478045821,-4.95996875610233,7.05882352941177,113683,21431,113683,4180.0,9245.0,576.0,794.0,110.0,645.62,0.08101643869996235
ASTEC,1384.5,False,False,27.225522758104503,1.4843320505772404,2.639608837910378,27197,21377,27197,9436.0,13578.0,34364.0,19580.0,24108.0,537.66,0.13371300671474756
ASTERDM,159.8,False,False,-9.838211070243924,-0.3740648379052333,2.137020741671908,159828,177268,159828,47796.0,186084.0,457238.0,85186.0,127477.0,574.19,0.10955733638618585
ASTRAL,2012.45,False,False,-7.5643755668598915,-1.7598242616548674,3.231284023373123,93763,101436,93763,220495.0,57937.0,92629.0,57335.0,86461.0,3526.41,0.12989097204316918
ASTRAMICRO,172.2,False,False,-55.268687133671946,-1.515584786960255,3.120400353252877,184153,411687,184153,374705.0,1448769.0,122012.0,231310.0,109178.0,1398.97,0.16638558515699334
ASTRAZEN,3498.05,False,False,19.039777045857615,-0.04143449064151502,2.952221387717367,9397,7894,9397,5989.0,6624.0,5898.0,9763.0,9695.0,750.73,0.2018634041408981
ASTRON,66.1,True,True,108.26343232827023,-3.0080704328686885,6.1162079510703355,91865,44110,91865,46231.0,29337.0,19666.0,19580.0,57984.0,360.44,0.048465779212047866
ATFL,1009.15,True,True,231.97544642857144,-3.5459976105137416,8.420839040227273,23796,7168,23796,1259.0,5550.0,6008.0,3652.0,2747.0,642.15,0.1215502555366269
ATUL,9254.35,False,False,-22.534516765285996,0.6098986220204969,4.461371055495103,9426,12168,9426,9814.0,8259.0,13373.0,12600.0,19537.0,6191.0,0.4909595559080095
ATULAUTO,211.6,False,False,15.620584964078516,-0.6805914104670345,2.3228253140554664,76927,66534,76927,42228.0,59708.0,107399.0,63903.0,49042.0,376.59,0.08911263606247041
AUBANK,1165.75,False,False,-31.957118422815338,0.9744478129060199,2.4388115701758255,218402,320977,218402,297361.0,636622.0,266124.0,199786.0,307571.0,11357.86,0.3983816204840407
AURIONPRO,206.15,False,False,110.68168997787002,-0.024248302618808414,9.582059123343534,145659,69137,145659,222313.0,6758.0,20282.0,9507.0,10305.0,652.28,0.07756004756242568
AUROPHARMA,963.7,False,False,-80.83222460748799,-0.8641086307992981,1.6349057586171036,166254,867362,166254,775297.0,678303.0,957038.0,1256269.0,1371011.0,5347.34,0.24312721651359462
AUTOAXLES,1371.45,False,False,-16.324995298100433,-0.6447640091281098,2.98102981029811,4449,5317,4449,2967.0,7054.0,4235.0,6800.0,6402.0,138.0,0.09523809523809523
AUTOIND,54.2,False,False,171.9000140429715,4.93707647628268,1.7840375586854516,58086,21363,58086,8414.0,16045.0,14423.0,12741.0,18470.0,38.94,0.07787999999999999
AVADHSUGAR,485.5,False,False,-34.5019247792165,-1.0092771944132917,3.2637884734558877,31817,48577,31817,30338.0,141026.0,26953.0,18712.0,42616.0,383.13,0.11727272727272726
AVANTIFEED,627.8,False,False,-36.013492500179424,1.258064516129025,3.770983699618847,80241,125403,80241,226342.0,94330.0,151192.0,114943.0,85370.0,2548.16,0.17394770974127927
AVTNPL,78.55,True,True,55.02598195869444,-3.2635467980295636,6.206014075495834,175122,112963,175122,64767.0,192836.0,104578.0,81264.0,59212.0,534.15,0.05886599074278157
AWHCL,339.95,False,False,-5.325909148106204,-1.6348379629629726,3.11071797139909,30095,31788,30095,19258.0,27711.0,40605.0,35376.0,37684.0,173.18,0.06428359317000742
AXISBANK,755.4,False,False,-68.255880274878,1.1583528624037465,3.2292933387380054,1645745,5184409,1645745,3269198.0,6062735.0,7596102.0,7319651.0,5213024.0,49872.95,0.43921576398062523
AXISBNKETF,349.9,False,False,-30.346232179226067,0.9346333583338003,1.4349905783446844,684,982,684,474.0,1404.0,1094.0,1186.0,1050.0,4.5,0.16666666666666666
AXISBPSETF,10.16,False,False,0.0,0.0,0.19704433497536525,13344,13344,13344,13344.0,13344.0,13344.0,13344.0,13344.0,1.87,0.0187
AXISCADES,99.7,False,False,104.3650434467777,-0.5486284289276779,5.046343975283219,90313,44192,90313,29710.0,39362.0,22009.0,22108.0,61650.0,168.92,0.10919198448610212
AXISGOLD,41.31,False,False,-67.80847870123435,0.31568722680913686,0.6559766763848474,44179,137238,44179,102456.0,274601.0,108096.0,95664.0,198437.0,26.32,0.005391233101188038
AXISHCETF,88.88,False,False,0.0,-0.3475725978248708,0.7227555053642017,2176,2176,2176,2176.0,2176.0,2176.0,2176.0,2176.0,2.96,0.008579710144927536
AXISNIFTY,165.21,False,False,-42.4283305227656,-0.24153130849586718,0.9057750759878475,1707,2965,1707,2197.0,1753.0,6570.0,3879.0,1689.0,7.25,0.0659090909090909
AXISTECETF,291.32,False,False,0.0,-0.9115646258503425,6.786083362039265,995,995,995,995.0,995.0,995.0,995.0,995.0,5.84,0.07684210526315789
AYMSYNTEX,76.9,False,False,24.511261633349854,0.1954397394136882,4.993429697766113,22610,18159,22610,15654.0,17414.0,26232.0,14894.0,12153.0,31.48,0.03949811794228356
BAFNAPH,155.9,False,False,104.03650403650404,-3.884093711467314,5.676289328576062,11626,5698,11626,5637.0,2368.0,4093.0,4211.0,6255.0,34.6,0.05509554140127389
BAGFILMS,3.8,False,False,104.0239249662189,0.0,6.756756756756756,205346,100648,205346,81364.0,42710.0,105043.0,67242.0,102188.0,10.94,0.029972602739726024
BAJAJ-AUTO,3841.9,False,False,5.846111797564073,-0.29326274265544816,2.613037738068779,185888,175621,185888,194932.0,182593.0,164183.0,84472.0,241661.0,27435.69,0.5050195118359533
BAJAJCON,291.0,False,False,-34.025431507886154,2.446752332335852,3.492679484917987,409677,620962,409677,1217892.0,319136.0,710030.0,292853.0,776189.0,2470.98,0.13902216721053223
BAJAJELEC,1121.8,True,True,60.53017001413215,5.037453183520595,5.508870214752568,187427,116755,187427,27281.0,117782.0,85050.0,245407.0,37586.0,7964.9,0.24798094585759206
BAJAJFINSV,13201.2,False,False,-31.667147465316937,1.0455735345896573,2.3089906952850816,52112,76262,52112,53398.0,79987.0,69338.0,110746.0,91996.0,38079.53,0.8234480148776058
BAJAJHLDNG,3837.55,False,False,-7.162488548346797,-0.7461721498034323,6.41269756727606,22294,24014,22294,51354.0,16405.0,18812.0,19416.0,15806.0,3463.25,0.2129789065863108
BAJFINANCE,6180.9,False,False,-26.60585408720365,-0.23646003986733294,1.3843648208469055,314033,427872,314033,586750.0,575347.0,360027.0,331646.0,399433.0,59071.04,0.732873129699015
BALAJITELE,73.0,True,True,384.89546453993216,9.774436090225564,12.547528517110266,1431232,295163,1431232,72329.0,87544.0,96492.0,32409.0,50973.0,2853.53,0.13201619245894056
BALAMINES,3045.9,True,True,51.88773507476002,3.5509697598123466,5.40006418593652,85127,56046,85127,14486.0,102233.0,50970.0,33665.0,49796.0,6000.44,0.26442975497972854
BALAXI,619.0,False,False,129.6067415730337,-2.757049721153084,6.061842212613197,4087,1780,4087,1780.0,2257.0,979.0,483.0,1095.0,40.23,0.06830220713073004
BALKRISHNA,29.0,False,False,0.0,4.882459312839065,0.0,15688,15688,15688,15688.0,15688.0,15688.0,15688.0,15688.0,4.55,0.08272727272727272
